DATE,Consumer_Price_Index,Real_Disposable_Income,,Mortgage_Rate,Population,Unemployment_Rate,Share_Price,House_Price_Index,10_Expected_Inflation,House_Supply
1/1/1947,21.48,,2182.681,,,,,,,
2/1/1947,21.62,,2182.681,,,,,,,
3/1/1947,22,,2182.681,,,,,,,
4/1/1947,22,,2176.892,7.31,,,,,,
5/1/1947,21.95,,2176.892,7.43,,,,,,
6/1/1947,22.08,,2176.892,7.53,,,,,,
7/1/1947,22.23,,2172.432,7.6,,,,,,
8/1/1947,22.4,,2172.432,7.7,,,,,,
9/1/1947,22.84,,2172.432,7.69,,,,,,
10/1/1947,22.91,,2206.452,7.63,,,,,,
11/1/1947,23.06,,2206.452,7.55,,,,,,
12/1/1947,23.41,,2206.452,7.48,,,,,,
1/1/1948,23.68,,2239.682,7.44,,3.4,,,,
2/1/1948,23.67,,2239.682,7.33,,3.8,,,,
3/1/1948,23.5,,2239.682,7.3,,4,,,,
4/1/1948,23.82,,2276.69,7.29,,3.9,,,,
5/1/1948,24.01,,2276.69,7.37,,3.5,,,,
6/1/1948,24.15,,2276.69,7.37,,3.6,,,,
7/1/1948,24.4,,2289.77,7.4,,3.6,,,,
8/1/1948,24.43,,2289.77,7.4,,3.9,,,,
9/1/1948,24.36,,2289.77,7.42,,3.8,,,,
10/1/1948,24.31,,2292.364,7.42,,3.7,,,,
11/1/1948,24.16,,2292.364,7.43,,3.8,,,,
12/1/1948,24.05,,2292.364,7.44,,4,,,,
1/1/1949,24.01,,2260.807,7.44,,4.3,,,,
2/1/1949,23.91,,2260.807,7.44,,4.7,,,,
3/1/1949,23.91,,2260.807,7.46,,5,,,,
4/1/1949,23.92,,2253.128,7.54,,5.3,,,,
5/1/1949,23.91,,2253.128,7.65,,6.1,,,,
6/1/1949,23.92,,2253.128,7.73,,6.2,,,,
7/1/1949,23.7,,2276.424,8.05,,6.7,,,,
8/1/1949,23.7,,2276.424,8.5,,6.8,,,,
9/1/1949,23.75,,2276.424,8.82,,6.6,,,,
10/1/1949,23.67,,2257.352,8.77,,7.9,,,,
11/1/1949,23.7,,2257.352,8.58,,6.4,,,,
12/1/1949,23.61,,2257.352,8.54,,6.6,,,,
1/1/1950,23.51,,2346.104,8.54,,6.5,,,,
2/1/1950,23.61,,2346.104,8.46,,6.4,,,,
3/1/1950,23.64,,2346.104,8.41,,6.3,,,,
4/1/1950,23.65,,2417.682,8.58,,5.8,,,,
5/1/1950,23.77,,2417.682,8.97,,5.5,,,,
6/1/1950,23.88,,2417.682,9.09,,5.4,,,,
7/1/1950,24.07,,2511.127,9.28,,5,,,,
8/1/1950,24.2,,2511.127,9.59,,4.5,,,,
9/1/1950,24.34,,2511.127,9.96,,4.4,,,,
10/1/1950,24.5,,2559.214,9.98,,4.2,,,,
11/1/1950,24.6,,2559.214,9.79,,4.2,,,,
12/1/1950,24.98,,2559.214,9.62,,4.3,,,,
1/1/1951,25.38,,2593.967,9.43,,3.7,,,,
2/1/1951,25.83,,2593.967,9.11,,3.4,,,,
3/1/1951,25.88,,2593.967,8.9,,3.4,,,,
4/1/1951,25.92,,2638.898,8.82,,3.1,,,,
5/1/1951,25.99,,2638.898,8.91,,3,,,,
6/1/1951,25.93,,2638.898,8.89,,3.2,,,,
7/1/1951,25.91,,2693.259,8.89,,3.1,,,,
8/1/1951,25.86,,2693.259,8.94,,3.1,,,,
9/1/1951,26.03,,2693.259,9.13,,3.3,,,,
10/1/1951,26.16,,2699.156,9.22,,3.5,,,,
11/1/1951,26.32,,2699.156,9.15,,3.5,,,,
12/1/1951,26.47,,2699.156,9.1,,3.1,,,,
1/1/1952,26.45,,2727.954,9.02,,3.2,,,,
2/1/1952,26.41,,2727.954,8.81,,3.1,,,,
3/1/1952,26.39,,2727.954,8.76,,2.9,,,,
4/1/1952,26.46,,2733.8,8.73,,2.9,,,,
5/1/1952,26.47,,2733.8,8.77,,3,,,,
6/1/1952,26.53,,2733.8,8.85,,3,,,,
7/1/1952,26.68,,2753.517,8.93,,3.2,,,,
8/1/1952,26.69,,2753.517,9,,3.4,,,,
9/1/1952,26.63,,2753.517,8.98,,3.1,,,,
10/1/1952,26.69,,2843.941,8.93,,3,,,,
11/1/1952,26.69,,2843.941,8.81,,2.8,,,,
12/1/1952,26.71,,2843.941,8.79,,2.7,,,,
1/1/1953,26.64,,2896.811,8.72,,2.9,,,,
2/1/1953,26.59,,2896.811,8.67,,2.6,,,,
3/1/1953,26.63,,2896.811,8.69,,2.6,,,,
4/1/1953,26.69,,2919.206,8.75,,2.7,,,,
5/1/1953,26.7,,2919.206,8.83,,2.5,,,,
6/1/1953,26.77,,2919.206,8.86,,2.5,,,,
7/1/1953,26.79,,2902.785,8.94,,2.6,,,,
8/1/1953,26.85,,2902.785,8.94,,2.7,,,,
9/1/1953,26.89,,2902.785,8.9,,2.9,,,,
10/1/1953,26.95,,2858.845,8.92,,3.1,,,,
11/1/1953,26.85,,2858.845,8.92,,3.5,,,,
12/1/1953,26.87,,2858.845,8.96,,4.5,,,,
1/1/1954,26.94,,2845.192,9.02,,4.9,,,,
2/1/1954,26.99,,2845.192,9.15,,5.2,,,,
3/1/1954,26.93,,2845.192,9.2,,5.7,,,,
4/1/1954,26.86,,2848.305,9.36,,5.9,,,,
5/1/1954,26.93,,2848.305,9.57,,5.9,,,,
6/1/1954,26.94,,2848.305,9.71,,5.6,,,,
7/1/1954,26.86,,2880.482,9.74,,5.8,,,,
8/1/1954,26.85,,2880.482,9.79,,6,,,,
9/1/1954,26.81,,2880.482,9.76,,6.1,,,,
10/1/1954,26.72,,2936.852,9.86,,5.7,,,,
11/1/1954,26.78,,2936.852,10.11,,5.3,,,,
12/1/1954,26.77,,2936.852,10.35,,5,,,,
1/1/1955,26.77,,3020.746,10.39,,4.9,,,,
2/1/1955,26.82,,3020.746,10.41,,4.7,,,,
3/1/1955,26.79,,3020.746,10.43,,4.6,,,,
4/1/1955,26.79,,3069.91,10.5,,4.7,,,,
5/1/1955,26.77,,3069.91,10.69,,4.3,,,,
6/1/1955,26.71,,3069.91,11.04,,4.2,,,,
7/1/1955,26.76,,3111.379,11.09,,4,,,,
8/1/1955,26.72,,3111.379,11.09,,4.2,,,,
9/1/1955,26.85,,3111.379,11.3,,4.1,,,,
10/1/1955,26.82,,3130.068,11.64,,4.3,,,,
11/1/1955,26.88,,3130.068,12.83,,4.2,,,,
12/1/1955,26.87,,3130.068,12.9,,4.2,,,,
1/1/1956,26.83,,3117.922,12.88,,4,,,,
2/1/1956,26.86,,3117.922,13.04,,3.9,,,,
3/1/1956,26.89,,3117.922,15.28,,4.2,,,,
4/1/1956,26.93,,3143.694,16.33,,4,,,,
5/1/1956,27.03,,3143.694,14.26,,4.3,,,,
6/1/1956,27.15,,3143.694,12.71,,4.3,,,,
7/1/1956,27.29,,3140.874,12.19,,4.4,,,,
8/1/1956,27.31,,3140.874,12.56,,4.1,,,,
9/1/1956,27.35,,3140.874,13.2,,3.9,,,,
10/1/1956,27.51,,3192.57,13.79,,3.9,,,,
11/1/1956,27.51,,3192.57,14.21,,4.3,,,,
12/1/1956,27.63,,3192.57,14.79,,4.2,,,,
1/1/1957,27.67,,3213.011,14.9,,4.2,2.534246,,,
2/1/1957,27.8,,3213.011,15.13,,3.9,2.433548,,,
3/1/1957,27.86,,3213.011,15.4,,3.7,2.46152,,,
4/1/1957,27.93,,3205.97,15.58,,3.9,2.528652,,,
5/1/1957,28,,3205.97,16.4,,4.1,2.612568,,,
6/1/1957,28.11,,3205.97,16.7,,4.3,2.634945,,,
7/1/1957,28.19,,3237.386,16.83,,4.2,2.6797,,,
8/1/1957,28.28,,3237.386,17.29,,4.1,2.545435,,,
9/1/1957,28.32,,3237.386,18.16,,4.4,2.455925,,,
10/1/1957,28.32,,3203.894,18.45,,4.5,2.310472,,,
11/1/1957,28.41,,3203.894,17.83,,5.1,2.276906,,,
12/1/1957,28.47,,3203.894,16.92,,5.2,2.276906,,,
1/1/1958,28.64,,3120.724,17.4,,5.8,2.321661,,,
2/1/1958,28.7,,3120.724,17.6,,6.4,2.316066,,,
3/1/1958,28.87,,3120.724,17.16,,6.7,2.344038,,,
4/1/1958,28.94,,3141.224,16.89,,7.4,2.327255,,,
5/1/1958,28.94,,3141.224,16.68,,7.4,2.399982,,,
6/1/1958,28.91,,3141.224,16.7,,7.3,2.46152,,,
7/1/1958,28.89,,3213.884,16.82,,7.5,2.545435,,,
8/1/1958,28.94,,3213.884,16.27,,7.4,2.646134,,,
9/1/1958,28.91,,3213.884,15.43,,7.1,2.71886,,,
10/1/1958,28.91,,3289.032,14.61,,6.7,2.813965,,,
11/1/1958,28.95,,3289.032,13.83,,6.2,2.903475,,,
12/1/1958,28.97,,3289.032,13.62,,6.2,2.953824,,,
1/1/1959,29.01,2318.4,3352.129,13.25,175818,6,3.088089,,,
2/1/1959,29,2325.4,3352.129,13.04,176044,5.9,3.0769,,,
3/1/1959,28.97,2338.7,3352.129,12.8,176274,5.6,3.172004,,,
4/1/1959,28.98,2353.8,3427.667,12.78,176503,5.2,3.216759,,,
5/1/1959,29.04,2366.6,3427.667,12.63,176723,5.1,3.289485,,,
6/1/1959,29.11,2374.5,3427.667,12.87,176954,5,3.289485,,,
7/1/1959,29.15,2370.8,3430.057,13.42,177208,5.1,3.451722,,,
8/1/1959,29.18,2356.8,3430.057,13.81,177479,5.2,3.440533,,,
9/1/1959,29.25,2357.8,3430.057,13.73,177755,5.5,3.311863,,,
10/1/1959,29.35,2359.5,3439.832,13.54,178026,5.7,3.323052,,,
11/1/1959,29.35,2376.6,3439.832,13.44,178273,5.8,3.367807,,,
12/1/1959,29.41,2399.7,3439.832,13.42,178504,5.3,3.496477,,,
1/1/1960,29.37,2404.9,3517.181,13.37,178925,5.2,3.418156,,,
2/1/1960,29.41,2405.3,3517.181,13.23,179326,4.8,3.255919,,,
3/1/1960,29.41,2408.1,3517.181,13.39,179707,5.4,3.20557,,,
4/1/1960,29.54,2417.3,3498.246,13.65,180067,5.2,3.233542,,,
5/1/1960,29.57,2422.6,3498.246,13.94,180408,5.1,3.20557,,,
6/1/1960,29.61,2424.9,3498.246,14.42,180728,5.4,3.356618,,,
7/1/1960,29.55,2428.8,3515.385,14.67,181028,5.5,3.261514,,,
8/1/1960,29.61,2423.3,3515.385,14.47,181308,5.6,3.255919,,,
9/1/1960,29.61,2426.7,3515.385,14.35,181567,5.5,3.11606,,,
10/1/1960,29.75,2435.6,3470.278,14.13,181807,6.1,3.037739,,,
11/1/1960,29.78,2425.5,3470.278,13.64,182026,6.1,3.132843,,,
12/1/1960,29.81,2414.6,3470.278,13.18,182225,6.6,3.177598,,,
1/1/1961,29.84,2437.9,3493.703,13.08,182404,6.6,3.29508,,,
2/1/1961,29.84,2448.1,3493.703,12.92,182631,6.9,3.390184,,,
3/1/1961,29.84,2458.4,3493.703,13.17,182867,6.9,3.496477,,,
4/1/1961,29.81,2463.4,3553.021,13.2,183105,7,3.569204,,,
5/1/1961,29.84,2483.5,3553.021,12.91,183335,7.1,3.613959,,,
6/1/1961,29.84,2509.1,3553.021,12.22,183572,6.9,3.60277,,,
7/1/1961,29.92,2517.6,3621.252,12.03,183825,7,3.597176,,,
8/1/1961,29.94,2517.7,3621.252,12.19,184101,6.6,3.742629,,,
9/1/1961,29.98,2519.9,3621.252,12.19,184384,6.7,3.703468,,,
10/1/1961,29.98,2546.6,3692.289,12.14,184654,6.5,3.664308,,,
11/1/1961,29.98,2570.1,3692.289,11.78,184900,6.1,3.776195,,,
12/1/1961,30.01,2585.8,3692.289,11.26,185129,6,3.798573,,,
1/1/1962,30.04,2579.4,3758.147,10.89,185347,5.8,3.675497,,,
2/1/1962,30.11,2590.9,3758.147,10.71,185551,5.5,3.709063,,,
3/1/1962,30.17,2608.1,3758.147,10.08,185762,5.6,3.720252,,,
4/1/1962,30.21,2619.6,3792.149,9.94,185981,5.6,3.597176,,,
5/1/1962,30.24,2621.1,3792.149,10.14,186201,5.5,3.356618,,,
6/1/1962,30.21,2621.6,3792.149,10.68,186426,5.5,2.981796,,,
7/1/1962,30.22,2633,3838.776,10.51,186664,5.4,3.032145,,,
8/1/1962,30.28,2635.5,3838.776,10.2,186924,5.7,3.138438,,,
9/1/1962,30.42,2636.3,3838.776,10.01,187191,5.6,3.110466,,,
10/1/1962,30.38,2649.3,3851.421,9.97,187449,5.4,3.026551,,,
11/1/1962,30.38,2656.5,3851.421,9.7,187685,5.7,3.278297,,,
12/1/1962,30.38,2669,3851.421,9.31,187905,5.5,3.378995,,,
1/1/1963,30.44,2688.2,3893.482,9.2,188113,5.7,3.502071,,,4.7
2/1/1963,30.48,2672.3,3893.482,9.08,188300,5.9,3.541232,,,6.6
3/1/1963,30.51,2683.6,3893.482,9.04,188484,5.7,3.51326,,,6.4
4/1/1963,30.48,2694.6,3937.183,9.83,188685,5.7,3.686685,,,5.3
5/1/1963,30.51,2705,3937.183,10.6,188904,5.9,3.753818,,,5.1
6/1/1963,30.61,2718.6,3937.183,10.54,189130,5.6,3.748223,,,6
7/1/1963,30.69,2721.6,4023.755,10.28,189369,5.6,3.653119,,,4.6
8/1/1963,30.75,2732.5,4023.755,10.33,189629,5.4,3.720252,,,5.6
9/1/1963,30.72,2752.9,4023.755,10.89,189895,5.5,3.848922,,,5.4
10/1/1963,30.75,2768.9,4050.147,11.26,190147,5.5,3.893677,,,5.9
11/1/1963,30.78,2774.7,4050.147,10.65,190369,5.7,3.871299,,,5.5
12/1/1963,30.88,2797.1,4050.147,10.65,190570,5.5,3.960809,,,6.1
1/1/1964,30.94,2806.4,4135.553,10.43,190763,5.6,4.050319,,,5.8
2/1/1964,30.91,2815.3,4135.553,9.89,190953,5.4,4.134234,,,5.5
3/1/1964,30.94,2882.1,4135.553,9.93,191146,5.4,4.234933,,,5.8
4/1/1964,30.95,2897.7,4180.592,10.2,191346,5.3,4.279688,,,6
5/1/1964,30.98,2912.9,4180.592,10.46,191557,5.1,4.290876,,,6.2
6/1/1964,31.01,2922.5,4180.592,10.46,191778,5.2,4.262905,,,5.7
7/1/1964,31.02,2936.4,4245.918,10.43,192010,4.9,4.415434,,,5.5
8/1/1964,31.05,2949.4,4245.918,10.6,192254,5,4.367893,,,5.4
9/1/1964,31.08,2961.1,4245.918,10.48,192504,5.1,4.448119,,,5.4
10/1/1964,31.12,2960.2,4259.046,10.3,192739,5.1,4.532308,,,5.3
11/1/1964,31.21,2979.4,4259.046,10.27,192943,4.8,4.564002,,,5.6
12/1/1964,31.25,3008,4259.046,10.61,193131,5,4.482785,,,5.5
1/1/1965,31.28,3013.8,4362.111,10.73,193308,4.9,4.588763,,,5.6
2/1/1965,31.28,3014.5,4362.111,10.65,193467,5.1,4.628381,,,5.5
3/1/1965,31.31,3024.6,4362.111,11.03,193625,4.7,4.633334,,,5.4
4/1/1965,31.38,3027.8,4417.225,11.05,193799,4.8,4.693751,,,5.6
5/1/1965,31.48,3061.4,4417.225,10.77,193988,4.6,4.755159,,,5.3
6/1/1965,31.61,3065.8,4417.225,10.2,194195,4.6,4.513489,,,4.7
7/1/1965,31.58,3097.8,4515.427,9.88,194416,4.4,4.499623,,,5.2
8/1/1965,31.55,3113.1,4515.427,9.99,194645,4.4,4.591735,,,4.6
9/1/1965,31.62,3194.5,4515.427,10.13,194879,4.3,4.749217,,,4.9
10/1/1965,31.65,3178.9,4619.458,9.95,195096,4.2,4.858166,,,5
11/1/1965,31.75,3201.4,4619.458,9.77,195284,4.1,4.895803,,,4.6
12/1/1965,31.85,3214.6,4619.458,9.74,195456,4,4.914622,,,4.4
1/1/1966,31.88,3216.8,4731.888,9.9,195614,4,5.007379,,,4.7
2/1/1966,32.08,3230.2,4731.888,10.2,195760,3.8,4.986718,,,4.9
3/1/1966,32.18,3242.8,4731.888,10.27,195915,3.8,4.781682,,,5
4/1/1966,32.28,3230.5,4748.046,10.37,196089,3.8,4.912283,,,5.1
5/1/1966,32.35,3235.7,4748.046,10.48,196275,3.9,4.641294,,,5.3
6/1/1966,32.38,3249.2,4748.046,10.16,196466,3.8,4.615734,,,6
7/1/1966,32.45,3260.4,4788.254,10.04,196661,3.8,4.60216,,,5.9
8/1/1966,32.65,3277.2,4788.254,10.1,196873,3.8,4.329972,,,6.8
9/1/1966,32.75,3296.6,4788.254,10.18,197096,3.7,4.158504,,,7.2
10/1/1966,32.85,3307.3,4827.537,10.18,197303,3.7,4.109592,,,6.3
11/1/1966,32.88,3322.5,4827.537,10.01,197485,3.6,4.330366,,,6.2
12/1/1966,32.92,3319.6,4827.537,9.67,197654,3.8,4.372814,,,6.3
1/1/1967,32.9,3353.7,4870.299,9.64,197814,3.9,4.557863,,,5.7
2/1/1967,33,3360.2,4870.299,9.37,197965,3.8,4.733288,,,5.7
3/1/1967,33,3385.5,4870.299,9.5,198122,3.8,4.854181,,,5.4
4/1/1967,33.1,3384.5,4873.287,9.49,198287,3.8,4.943822,,,4.9
5/1/1967,33.1,3391.3,4873.287,9.47,198452,3.8,5.050295,,,4.5
6/1/1967,33.3,3403.8,4873.287,9.62,198627,3.9,5.005238,,,4.6
7/1/1967,33.4,3417.4,4919.392,9.58,198812,3.8,5.117102,,,4.4
8/1/1967,33.5,3429.7,4919.392,9.24,199012,3.8,5.195627,,,4.4
9/1/1967,33.6,3429.3,4919.392,9.01,199212,3.8,5.271365,,,4.3
10/1/1967,33.7,3434.5,4956.477,8.86,199405,4,5.261735,,,4.1
11/1/1967,33.9,3455.3,4956.477,8.71,199578,3.9,5.090616,,,4.6
12/1/1967,34,3461.6,4956.477,8.5,199733,3.8,5.254071,,,4.7
1/1/1968,34.1,3480.2,5057.553,8.43,199864,3.7,5.271944,,,4.7
2/1/1968,34.2,3505.4,5057.553,8.76,199988,3.8,5.018927,,,4.1
3/1/1968,34.3,3538.4,5057.553,8.94,200132,3.7,4.899619,,,4.8
4/1/1968,34.4,3550.7,5142.033,8.85,200285,3.5,5.271408,,,4.9
5/1/1968,34.5,3565.2,5142.033,8.67,200449,3.5,5.432116,,,5.5
6/1/1968,34.7,3581.3,5142.033,8.51,200621,3.7,5.608871,,,5.5
7/1/1968,34.9,3573.9,5181.859,8.13,200802,3.7,5.586795,,,5.1
8/1/1968,35,3578.5,5181.859,7.98,200997,3.5,5.450272,,,5
9/1/1968,35.1,3578.9,5181.859,7.92,201193,3.4,5.625068,,,5.1
10/1/1968,35.3,3591.7,5202.212,8.09,201378,3.4,5.775299,,,5.2
11/1/1968,35.4,3605.1,5202.212,8.31,201544,3.4,5.886394,,,5.6
12/1/1968,35.6,3617.6,5202.212,8.22,201691,3.4,5.973374,,,5.2
1/1/1969,35.7,3611,5283.597,8.02,201821,3.4,5.725548,,,5.5
2/1/1969,35.8,3611.8,5283.597,7.68,201952,3.4,5.677547,,,4.9
3/1/1969,36.1,3618.3,5283.597,7.5,202092,3.4,5.514977,,,5.7
4/1/1969,36.3,3613,5299.625,7.47,202246,3.4,5.605755,,,6
5/1/1969,36.4,3654.1,5299.625,7.47,202419,3.4,5.793253,,,6.1
6/1/1969,36.6,3679.9,5299.625,7.42,202592,3.5,5.46613,,,5.8
7/1/1969,36.8,3705.6,5334.6,7.21,202777,3.5,5.189364,,,6.3
8/1/1969,36.9,3728.3,5334.6,7.11,202984,3.5,5.158938,,,6.5
9/1/1969,37.1,3736.6,5334.6,6.92,203196,3.7,5.185778,,,6.9
10/1/1969,37.3,3745.4,5308.556,6.83,203401,3.7,5.275016,,,7
11/1/1969,37.5,3751.9,5308.556,7.16,203588,3.5,5.332546,,,6.2
12/1/1969,37.7,3758.6,5308.556,7.17,203762,3.5,5.038553,,,6.1
1/1/1970,37.9,3778.6,5300.652,7.06,203929,3.9,5.003093,,,5.5
2/1/1970,38.1,3790.5,5300.652,7.15,204082,4.2,4.828743,,,7.2
3/1/1970,38.3,3805,5300.652,7.68,204246,4.4,4.897915,,,6.8
4/1/1970,38.5,3846,5308.164,8.32,204504,4.6,4.705036,,,6
5/1/1970,38.6,3830.3,5308.164,8.6,204719,4.8,4.124212,,,5.7
6/1/1970,38.8,3838.2,5308.164,8.4,204941,4.9,4.087809,,,5.5
7/1/1970,38.9,3892.6,5357.077,8.61,205174,5,4.074982,,,5.4
8/1/1970,39,3905.1,5357.077,8.51,205418,5.1,4.186646,,,5.1
9/1/1970,39.2,3900.8,5357.077,8.64,205664,5.4,4.466088,,,4.7
10/1/1970,39.4,3888.1,5299.672,8.93,205906,5.5,4.560902,,,4.8
11/1/1970,39.6,3882.3,5299.672,9.17,206131,5.9,4.539128,,,4.6
12/1/1970,39.8,3900,5299.672,9.2,206352,6.1,4.852874,,,4.7
1/1/1971,39.9,3959.8,5443.619,9.15,206567,5.9,5.07919,,,4.3
2/1/1971,39.9,3965.2,5443.619,8.83,206762,5.9,5.29002,,,4.4
3/1/1971,40,3978.2,5443.619,8.46,206960,6,5.436094,,,4
4/1/1971,40.1,3986.5,5473.059,8.32,207163,5.9,5.625946,,,4.2
5/1/1971,40.3,4002.6,5473.059,7.96,207361,5.9,5.545519,,,4.6
6/1/1971,40.5,4087.3,5473.059,7.57,207562,5.9,5.452541,,,4.7
7/1/1971,40.6,4029.1,5518.072,7.61,207771,6,5.42943,,,4.1
8/1/1971,40.7,4043.3,5518.072,7.86,207998,6.1,5.321332,,,4.7
9/1/1971,40.8,4067.3,5518.072,7.64,208230,6,5.441507,,,5.2
10/1/1971,40.9,4080.4,5531.032,7.48,208450,5.8,5.324319,,,5
11/1/1971,41,4090,5531.032,7.38,208648,6,5.067212,,,4.9
12/1/1971,41.1,4110.9,5531.032,7.2,208829,6,5.422477,,,5.1
1/1/1972,41.2,4090.1,5632.649,7.03,208989,5.8,5.663243,,,5.2
2/1/1972,41.4,4115.2,5632.649,7.08,209137,5.7,5.787961,,,5.4
3/1/1972,41.4,4132.3,5632.649,7.62,209299,5.8,5.938244,,,6.1
4/1/1972,41.5,4130.6,5760.47,7.93,209466,5.7,6.006318,,,5.8
5/1/1972,41.6,4160.9,5760.47,8.07,209635,5.7,5.924429,,,6.1
6/1/1972,41.7,4174.2,5760.47,8.32,209811,5.7,5.929423,,,6.3
7/1/1972,41.8,4204.5,5814.854,8.25,209986,5.6,5.8638,,,6.3
8/1/1972,41.9,4243.5,5814.854,8,210177,5.6,6.047339,,,6
9/1/1972,42.1,4260,5814.854,8.23,210379,5.5,5.94715,,,6.2
10/1/1972,42.2,4366.9,5912.22,7.92,210568,5.6,5.941314,,,5.7
11/1/1972,42.4,4415.4,5912.22,7.62,210739,5.3,6.237797,,,6.8
12/1/1972,42.5,4435.1,5912.22,7.6,210903,5.2,6.363502,,,6.5
1/1/1973,42.7,4411.9,6058.544,7.82,211053,4.9,6.37602,,,6.5
2/1/1973,43,4444.7,6058.544,7.65,211187,5,6.092156,,,6.8
3/1/1973,43.4,4461,6058.544,7.9,211337,4.9,5.956482,,,7
4/1/1973,43.7,4466.7,6124.506,8.14,211499,5,5.809699,,,7.7
5/1/1973,43.9,4475,6124.506,7.94,211662,4.9,5.619145,,,7.5
6/1/1973,44.2,4488.3,6124.506,7.69,211828,4.9,5.460078,,,7.8
7/1/1973,44.2,4499,6092.301,7.5,212001,4.8,5.558031,,,8.7
8/1/1973,45,4484.4,6092.301,7.48,212191,4.8,5.47903,,,9.4
9/1/1973,45.2,4507.3,6092.301,7.43,212382,4.8,5.615889,,,9.5
10/1/1973,45.6,4546.9,6150.131,7.29,212555,4.6,5.869773,,,9.4
11/1/1973,45.9,4554.1,6150.131,7.21,212710,4.8,5.406132,,,9.6
12/1/1973,46.3,4537.2,6150.131,7.1,212859,4.9,4.990267,,,10.1
1/1/1974,46.8,4504.1,6097.258,6.99,213003,5.1,5.089559,,,9.7
2/1/1974,47.3,4470.2,6097.258,7.04,213143,5.2,4.952109,,,9.6
3/1/1974,47.8,4438.2,6097.258,7.13,213286,5.1,5.164505,,,8.8
4/1/1974,48.1,4435.1,6111.751,7.14,213437,5.1,4.873208,,,9.1
5/1/1974,48.6,4430.6,6111.751,7.14,213600,5.1,4.688923,,,8
6/1/1974,49,4421.7,6111.751,7,213770,5.4,4.667977,,,8.9
7/1/1974,49.3,4438.7,6053.978,6.95,213948,5.5,4.284795,,,8.8
8/1/1974,49.9,4432.6,6053.978,6.92,214144,5.5,3.94705,,,9.3
9/1/1974,50.6,4428,6053.978,6.72,214349,5.9,3.534503,,,9.1
10/1/1974,51,4442.6,6030.464,6.71,214538,6,3.626133,,,9.8
11/1/1974,51.5,4419,6030.464,6.87,214704,6.6,3.761538,,,9.7
12/1/1974,51.9,4419.7,6030.464,6.72,214857,7.2,3.506448,,,10.3
1/1/1975,52.3,4417.4,5957.035,6.79,214998,8.1,3.818399,,,9.9
2/1/1975,52.6,4420.1,5957.035,6.81,215132,8.1,4.206449,,,10.4
3/1/1975,52.8,4424.1,5957.035,7.04,215276,8.6,4.392218,,,8.9
4/1/1975,53,4505.1,5999.61,6.92,215438,8.8,4.447789,,,7.2
5/1/1975,53.1,4765.1,5999.61,7.15,215646,9,4.729234,,,6.8
6/1/1975,53.5,4604.9,5999.61,7.55,215871,8.8,4.874242,,,7.2
7/1/1975,54,4533.9,6102.326,7.63,216084,8.6,4.906289,,,7
8/1/1975,54.2,4564.1,6102.326,7.94,216294,8.4,4.526278,,,6.8
9/1/1975,54.6,4575.2,6102.326,7.82,216490,8.4,4.453368,,,7.3
10/1/1975,54.9,4594.3,6184.53,7.85,216679,8.4,4.641525,,,6.6
11/1/1975,55.3,4590.9,6184.53,7.74,216851,8.3,4.717562,,,5.8
12/1/1975,55.6,4595.3,6184.53,7.91,217013,8.2,4.632754,,,5.8
1/1/1976,55.8,4625.1,6323.649,8.21,217172,7.9,5.081689,,,6.4
2/1/1976,55.9,4653.7,6323.649,8.33,217315,7.7,5.321243,,,5.9
3/1/1976,56,4667.6,6323.649,8.24,217455,7.6,5.348521,,,6.8
4/1/1976,56.1,4673.7,6370.025,8.15,217607,7.7,5.37534,,,6.4
5/1/1976,56.4,4673.8,6370.025,8.52,217773,7.4,5.334991,,,7
6/1/1976,56.7,4678.3,6370.025,8.29,217948,7.6,5.370225,,,6.9
7/1/1976,57,4705.1,6404.895,8.15,218134,7.8,5.513566,,,6.4
8/1/1976,57.3,4714.6,6404.895,8.03,218337,7.8,5.464653,,,6.2
9/1/1976,57.6,4715.6,6404.895,7.91,218542,7.6,5.574532,,,6.2
10/1/1976,57.9,4707.4,6451.177,7.8,218739,7.7,5.390575,,,5.8
11/1/1976,58.1,4749.8,6451.177,7.75,218920,7.8,5.364653,,,6
12/1/1976,58.4,4767.9,6451.177,7.38,219093,7.8,5.579038,,,5.6
1/1/1977,58.7,4758.3,6527.703,7.03,219262,7.5,5.573832,,,5.3
2/1/1977,59.3,4716.2,6527.703,7.05,219424,7.6,5.439291,,,5.1
3/1/1977,59.6,4782.4,6527.703,6.95,219594,7.4,5.413836,,,5
4/1/1977,60,4789.7,6654.466,7.08,219772,7.2,5.339599,,,5.5
5/1/1977,60.2,4790.6,6654.466,7.15,219953,7,5.343278,,,5.4
6/1/1977,60.5,4810.5,6654.466,7.16,220143,7.2,5.377556,,,5.5
7/1/1977,60.8,4841.6,6774.457,7.13,220349,6.9,5.440961,,,6.1
8/1/1977,61.1,4861.2,6774.457,6.95,220573,7,5.298797,,,5.8
9/1/1977,61.3,4887.8,6774.457,6.82,220796,6.8,5.21487,,,5.9
10/1/1977,61.6,4923.4,6774.592,6.62,221007,6.8,5.087028,,,6.1
11/1/1977,62,4962.7,6774.592,6.66,221206,6.8,5.136777,,,6
12/1/1977,62.3,4983.5,6774.592,7.07,221390,6.4,5.132763,,,6
1/1/1978,62.7,4962,6796.26,7,221553,6.4,4.940922,,,5.9
